minutes_watched,CLV,region_0,region_1,region_2,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
7500,119,1,0,0,0,0,1,0,0,0,0,0
60,119,1,0,0,1,0,0,0,0,0,0,0
2610,389,1,0,0,1,0,0,0,0,0,0,0
1404,62,0,0,1,0,0,1,0,0,0,0,0
660,62,0,0,1,0,0,1,0,0,0,0,0
1622,121,0,0,1,0,0,0,1,0,0,0,0
7320,33,0,0,1,0,0,0,0,0,0,0,1
1229,184,1,0,0,0,0,0,0,0,0,1,0
223,62,0,0,1,0,0,0,1,0,0,0,0
319,119,0,0,1,0,0,0,0,0,0,1,0
3913,359,1,0,0,1,0,0,0,0,0,0,0
498,62,0,0,1,0,0,0,1,0,0,0,0
8617,34,0,0,1,0,0,0,0,1,0,0,0
39971,119,1,0,0,0,0,1,0,0,0,0,0
2450,19,0,0,1,0,0,0,0,0,1,0,0
8676,119,0,0,1,0,0,0,1,0,0,0,0
1043,62,0,0,1,0,1,0,0,0,0,0,0
1575,118,1,0,0,0,0,0,1,0,0,0,0
1031,119,1,0,0,0,0,1,0,0,0,0,0
1759,119,1,0,0,0,0,1,0,0,0,0,0
945,62,0,0,1,1,0,0,0,0,0,0,0
463,64,0,0,1,0,0,1,0,0,0,0,0
1931,75,0,0,1,0,0,0,1,0,0,0,0
512,119,1,0,0,0,0,0,0,0,0,0,1
242,118,1,0,0,0,0,0,0,0,0,1,0
137,118,1,0,0,0,0,0,1,0,0,0,0
574,62,0,0,1,0,1,0,0,0,0,0,0
4372,62,0,0,1,0,0,0,0,0,0,0,1
494,1,0,0,1,0,0,0,0,0,0,1,0
3729,62,0,0,1,0,1,0,0,0,0,0,0
284,119,0,0,1,0,0,0,0,0,0,1,0
2019,34,0,0,1,0,0,0,1,0,0,0,0
816,62,0,0,1,0,0,0,1,0,0,0,0
672,119,1,0,0,0,0,0,1,0,0,0,0
331,119,1,0,0,0,0,0,0,0,0,0,1
30,119,0,0,1,0,0,0,1,0,0,0,0
691,62,0,0,1,0,0,0,1,0,0,0,0
287,119,0,0,1,0,0,0,1,0,0,0,0
326,62,0,0,1,0,0,0,1,0,0,0,0
2513,62,0,0,1,0,0,0,0,0,0,1,0
1512,19,0,0,1,0,0,0,0,0,1,0,0
237,62,0,0,1,0,1,0,0,0,0,0,0
1187,62,0,0,1,0,0,0,0,0,0,1,0
4718,62,0,0,1,0,0,1,0,0,0,0,0
0,63,0,0,1,0,0,0,0,0,0,1,0
5408,45,1,0,0,0,0,0,0,0,1,0,0
324,119,0,0,1,0,0,0,0,0,0,1,0
5426,48,0,0,1,0,0,0,0,0,0,0,1
175,145,0,1,0,1,0,0,0,0,0,0,0
109109,543,1,0,0,0,0,0,0,0,0,0,1
1170,62,0,0,1,0,0,1,0,0,0,0,0
152,142,0,1,0,0,0,0,0,0,0,0,1
987,119,0,0,1,0,0,0,0,0,0,1,0
465,119,0,0,1,0,0,1,0,0,0,0,0
5522,82,0,0,1,1,0,0,0,0,0,0,0
454,142,0,1,0,0,0,1,0,0,0,0,0
108,62,0,0,1,0,0,0,1,0,0,0,0
72,62,0,0,1,0,1,0,0,0,0,0,0
1306,194,1,0,0,0,0,0,0,1,0,0,0
3106,62,0,0,1,0,0,0,0,0,1,0,0
136,62,0,0,1,0,0,0,1,0,0,0,0
1148,118,1,0,0,0,1,0,0,0,0,0,0
211,27,1,0,0,0,0,0,1,0,0,0,0
1876,174,1,0,0,1,0,0,0,0,0,0,0
2096,119,0,0,1,0,0,0,1,0,0,0,0
330,119,1,0,0,0,0,0,1,0,0,0,0
5337,50,0,0,1,0,0,0,1,0,0,0,0
312,119,0,0,1,1,0,0,0,0,0,0,0
2386,75,0,0,1,0,0,1,0,0,0,0,0
2601,293,1,0,0,0,0,0,1,0,0,0,0
534,36,1,0,0,0,0,0,1,0,0,0,0
2313,62,0,0,1,0,0,0,1,0,0,0,0
9,119,1,0,0,0,0,0,1,0,0,0,0
109,119,1,0,0,1,0,0,0,0,0,0,0
3959,62,0,0,1,0,0,0,0,0,0,1,0
1925,62,0,0,1,0,0,0,1,0,0,0,0
976,138,0,0,1,0,0,0,1,0,0,0,0
1584,62,0,0,1,0,1,0,0,0,0,0,0
13,137,0,0,1,0,0,0,1,0,0,0,0
16,62,0,0,1,0,0,0,1,0,0,0,0
171,79,0,0,1,0,0,0,1,0,0,0,0
3380,43,0,1,0,0,0,0,1,0,0,0,0
1254,143,0,1,0,0,0,0,1,0,0,0,0
395,183,0,0,1,0,0,0,0,0,0,1,0
2838,145,0,1,0,0,0,0,1,0,0,0,0
3385,119,0,0,1,0,0,0,1,0,0,0,0
797,118,1,0,0,0,0,0,1,0,0,0,0
622,62,0,0,1,0,0,1,0,0,0,0,0
5140,119,0,0,1,0,0,0,1,0,0,0,0
2501,119,0,0,1,0,0,0,1,0,0,0,0
1729,144,0,1,0,0,1,0,0,0,0,0,0
5825,62,0,0,1,0,0,0,1,0,0,0,0
114,119,1,0,0,0,0,0,0,0,0,1,0
8802,80,0,0,1,0,0,0,1,0,0,0,0
345,36,0,0,1,0,0,0,0,1,0,0,0
495,62,0,0,1,0,0,0,0,0,1,0,0
10510,91,0,0,1,0,0,0,0,0,0,1,0
280,62,0,0,1,0,0,1,0,0,0,0,0
1411,159,0,0,1,0,0,0,1,0,0,0,0
392,118,0,0,1,0,0,0,0,0,0,1,0
1288,119,0,0,1,1,0,0,0,0,0,0,0
5331,142,0,0,1,0,0,0,0,0,0,0,1
1464,148,0,1,0,0,0,0,0,0,1,0,0
154,143,0,1,0,0,0,0,1,0,0,0,0
210,119,0,0,1,0,0,0,1,0,0,0,0
203,78,0,0,1,0,0,0,0,0,0,1,0
798,141,0,1,0,1,0,0,0,0,0,0,0
821,119,1,0,0,0,0,0,0,0,0,1,0
972,62,0,0,1,0,0,1,0,0,0,0,0
512,119,1,0,0,0,0,0,0,0,0,0,1
180,147,0,1,0,1,0,0,0,0,0,0,0
2008,119,0,0,1,1,0,0,0,0,0,0,0
2836,119,0,0,1,1,0,0,0,0,0,0,0
62,118,1,0,0,0,0,1,0,0,0,0,0
998,72,0,0,1,0,0,0,1,0,0,0,0
29,119,0,0,1,0,1,0,0,0,0,0,0
1701,62,0,0,1,0,0,0,0,1,0,0,0
2828,340,0,0,1,0,0,1,0,0,0,0,0
222,62,0,0,1,1,0,0,0,0,0,0,0
2561,119,1,0,0,0,0,0,1,0,0,0,0
3598,119,1,0,0,0,0,0,1,0,0,0,0
188,62,0,0,1,0,0,1,0,0,0,0,0
351,91,0,0,1,1,0,0,0,0,0,0,0
1950,119,0,0,1,1,0,0,0,0,0,0,0
269,62,0,0,1,0,0,0,1,0,0,0,0
4385,119,1,0,0,0,0,0,1,0,0,0,0
151,62,0,0,1,0,0,0,1,0,0,0,0
1049,62,0,0,1,0,0,0,1,0,0,0,0
446,64,0,0,1,1,0,0,0,0,0,0,0
290,63,0,0,1,1,0,0,0,0,0,0,0
1150,137,1,0,0,0,0,0,0,0,0,0,1
645,119,0,0,1,0,0,0,0,0,0,1,0
157,120,1,0,0,0,0,0,1,0,0,0,0
368,119,0,0,1,0,0,0,0,0,0,1,0
5580,146,0,1,0,0,0,0,1,0,0,0,0
1143,91,0,0,1,0,0,0,1,0,0,0,0
26961,144,0,1,0,0,0,0,1,0,0,0,0
167,119,1,0,0,0,0,0,1,0,0,0,0
1680,9,0,0,1,0,0,0,0,0,0,0,1
327,119,1,0,0,0,0,0,0,1,0,0,0
104,142,0,1,0,0,0,0,1,0,0,0,0
20889,23,0,0,1,1,0,0,0,0,0,0,0
3054,144,0,1,0,0,0,0,1,0,0,0,0
406,142,0,1,0,0,0,0,1,0,0,0,0
8065,119,0,0,1,0,0,1,0,0,0,0,0
52,147,1,0,0,0,0,0,0,1,0,0,0
413,119,1,0,0,0,0,1,0,0,0,0,0
1357,119,0,0,1,0,0,0,0,0,0,1,0
308,119,0,0,1,0,0,0,0,1,0,0,0
1657,119,1,0,0,0,0,0,0,0,0,1,0
1784,144,0,1,0,0,0,0,1,0,0,0,0
1055,62,0,0,1,0,0,0,1,0,0,0,0
676,119,0,0,1,0,0,0,1,0,0,0,0
1309,36,0,0,1,0,0,0,0,0,1,0,0
1102,119,1,0,0,0,0,1,0,0,0,0,0
2921,48,0,0,1,0,0,0,0,1,0,0,0
3838,62,1,0,0,0,0,0,0,0,0,1,0
2919,119,0,0,1,0,0,1,0,0,0,0,0
201,99,1,0,0,0,1,0,0,0,0,0,0
2403,119,1,0,0,0,0,0,1,0,0,0,0
142,119,1,0,0,0,0,0,1,0,0,0,0
753,173,1,0,0,0,0,1,0,0,0,0,0
5819,46,0,0,1,1,0,0,0,0,0,0,0
120,119,1,0,0,0,1,0,0,0,0,0,0
2809,119,0,0,1,0,0,0,0,0,0,1,0
131,119,0,0,1,1,0,0,0,0,0,0,0
47,119,1,0,0,0,0,0,1,0,0,0,0
2333,62,0,0,1,0,0,0,0,0,0,0,1
106,72,0,0,1,0,0,0,1,0,0,0,0
512,84,0,0,1,1,0,0,0,0,0,0,0
7,62,0,0,1,0,0,0,1,0,0,0,0
1860,62,0,0,1,0,0,0,1,0,0,0,0
189,119,1,0,0,0,0,0,1,0,0,0,0
300,119,1,0,0,0,0,1,0,0,0,0,0
815,62,0,0,1,0,0,0,0,1,0,0,0
420,62,0,0,1,0,1,0,0,0,0,0,0
509,19,0,0,1,0,0,0,1,0,0,0,0
21,149,0,0,1,0,0,0,1,0,0,0,0
0,121,1,0,0,0,1,0,0,0,0,0,0
95,119,1,0,0,0,0,0,1,0,0,0,0
3915,240,1,0,0,0,0,1,0,0,0,0,0
126,62,0,0,1,0,1,0,0,0,0,0,0
345,62,0,0,1,0,1,0,0,0,0,0,0
4118,119,1,0,0,1,0,0,0,0,0,0,0
6767,144,0,0,1,0,0,0,1,0,0,0,0
118,62,0,0,1,1,0,0,0,0,0,0,0
24,164,1,0,0,0,0,0,0,0,0,0,1
519,119,1,0,0,0,0,1,0,0,0,0,0
14289,14,0,0,1,1,0,0,0,0,0,0,0
528,119,0,0,1,0,0,0,0,0,0,1,0
261,78,0,0,1,0,0,0,1,0,0,0,0
15,63,0,0,1,0,1,0,0,0,0,0,0
4017,62,0,0,1,0,0,1,0,0,0,0,0
407,36,0,0,1,0,0,0,0,0,0,1,0
713,143,1,0,0,0,0,0,0,0,0,0,1
756,62,0,0,1,0,1,0,0,0,0,0,0
1666,25,0,1,0,0,0,0,1,0,0,0,0
7625,62,0,0,1,0,0,0,1,0,0,0,0
628,36,0,0,1,0,0,0,0,0,0,1,0
837,119,0,1,0,0,0,0,0,0,0,1,0
3,62,0,0,1,0,0,0,1,0,0,0,0
1494,62,1,0,0,0,0,0,0,0,0,0,1
78,119,0,1,0,0,0,0,1,0,0,0,0
189,174,0,0,1,0,0,0,0,0,0,1,0
137,62,0,0,1,0,0,1,0,0,0,0,0
2220,146,0,1,0,0,0,1,0,0,0,0,0
1557,180,0,1,0,1,0,0,0,0,0,0,0
518,62,0,0,1,0,0,0,0,0,0,1,0
1933,310,0,1,0,0,0,0,1,0,0,0,0
8201,19,0,0,1,0,0,1,0,0,0,0,0
5221,62,0,0,1,0,0,0,0,0,1,0,0
1723,142,0,0,1,1,0,0,0,0,0,0,0
409,62,0,0,1,0,0,0,1,0,0,0,0
73258,62,0,0,1,0,0,0,1,0,0,0,0
529,119,0,0,1,0,0,0,1,0,0,0,0
192,63,0,0,1,0,1,0,0,0,0,0,0
2235,119,0,0,1,0,0,0,1,0,0,0,0
6127,174,0,0,1,0,0,0,0,0,0,0,1
138,91,0,0,1,1,0,0,0,0,0,0,0
542,19,0,0,1,0,0,0,0,0,0,1,0
988,119,1,0,0,1,0,0,0,0,0,0,0
5905,119,1,0,0,0,0,0,0,0,0,0,1
248,119,1,0,0,0,0,1,0,0,0,0,0
352,119,0,0,1,0,0,0,1,0,0,0,0
104,118,1,0,0,0,0,1,0,0,0,0,0
664,119,0,0,1,0,0,0,1,0,0,0,0
10700,34,0,0,1,0,0,0,0,0,0,1,0
46,119,1,0,0,0,0,0,1,0,0,0,0
3245,72,0,0,1,1,0,0,0,0,0,0,0
326,62,0,0,1,0,0,0,0,0,0,1,0
2388,62,0,0,1,0,0,0,0,1,0,0,0
626,119,1,0,0,0,0,0,0,0,0,0,1
296,119,1,0,0,0,0,0,1,0,0,0,0
512,119,1,0,0,0,0,0,1,0,0,0,0
3146,62,0,0,1,1,0,0,0,0,0,0,0
156,62,0,0,1,0,0,0,0,1,0,0,0
7208,143,1,0,0,0,0,0,1,0,0,0,0
544,62,0,0,1,0,0,0,1,0,0,0,0
695,119,0,0,1,0,0,0,0,0,0,1,0
6522,118,1,0,0,0,0,0,1,0,0,0,0
1024,70,1,0,0,0,0,0,0,0,0,1,0
1120,237,0,0,1,0,0,0,0,0,0,1,0
1095,62,0,0,1,0,0,0,0,0,1,0,0
3976,62,0,0,1,0,1,0,0,0,0,0,0
4037,138,0,1,0,0,0,0,1,0,0,0,0
156,348,0,0,1,0,0,0,0,0,1,0,0
440,201,0,0,1,0,0,0,0,0,0,1,0
138,62,0,0,1,0,0,0,0,1,0,0,0
2317,59,1,0,0,0,0,1,0,0,0,0,0
731,389,1,0,0,0,0,0,0,0,0,0,1
85,62,0,0,1,0,1,0,0,0,0,0,0
9535,62,0,0,1,0,1,0,0,0,0,0,0
345,119,1,0,0,0,0,0,0,0,0,0,1
579,119,1,0,0,0,0,0,1,0,0,0,0
471,149,1,0,0,0,1,0,0,0,0,0,0
377,119,0,0,1,0,0,0,0,0,0,1,0
386,119,1,0,0,1,0,0,0,0,0,0,0
393,91,0,0,1,0,0,0,0,0,0,0,1
1936,208,0,1,0,0,0,0,1,0,0,0,0
1940,143,0,1,0,0,1,0,0,0,0,0,0
227,27,1,0,0,0,0,0,0,0,0,1,0
4828,111,0,1,0,0,0,0,0,0,0,1,0
171,142,0,1,0,0,0,1,0,0,0,0,0
297,119,1,0,0,0,0,0,1,0,0,0,0
1278,62,0,0,1,0,0,0,0,0,0,1,0
1228,147,0,0,1,0,1,0,0,0,0,0,0
101,118,1,0,0,0,0,0,1,0,0,0,0
135,62,0,0,1,0,0,0,0,1,0,0,0
262,119,0,0,1,1,0,0,0,0,0,0,0
148,86,0,0,1,0,1,0,0,0,0,0,0
411,62,0,0,1,0,0,0,0,1,0,0,0
29,119,1,0,0,0,0,0,0,0,1,0,0
669,119,1,0,0,0,0,1,0,0,0,0,0
279,119,0,0,1,0,0,0,1,0,0,0,0
329,62,0,0,1,0,0,0,0,1,0,0,0
288508,34,0,0,1,0,1,0,0,0,0,0,0
207,62,0,0,1,0,1,0,0,0,0,0,0
8349,119,1,0,0,0,0,0,0,0,0,0,1
1,119,1,0,0,0,0,1,0,0,0,0,0
107,62,0,0,1,0,1,0,0,0,0,0,0
350,62,0,0,1,0,0,0,0,1,0,0,0
1591,64,0,1,0,0,0,0,0,0,0,1,0
786,155,1,0,0,0,0,0,0,0,1,0,0
260,62,0,0,1,0,0,0,0,0,0,1,0
607,119,0,0,1,0,0,0,0,1,0,0,0
80,119,0,0,1,0,0,0,0,0,0,1,0
194,62,0,0,1,0,0,0,1,0,0,0,0
2849,229,0,0,1,0,1,0,0,0,0,0,0
2891,101,0,0,1,0,0,0,0,0,1,0,0
53,119,0,0,1,0,0,0,1,0,0,0,0
615,82,0,0,1,0,0,0,0,0,0,1,0
52,119,1,0,0,0,1,0,0,0,0,0,0
3635,119,1,0,0,0,0,1,0,0,0,0,0
1882,62,0,0,1,0,0,0,0,0,1,0,0
198,119,1,0,0,0,0,0,1,0,0,0,0
109,62,0,0,1,0,0,0,1,0,0,0,0
38,119,1,0,0,0,0,0,0,1,0,0,0
1453,62,0,0,1,0,1,0,0,0,0,0,0
933,141,0,1,0,0,0,0,1,0,0,0,0
979,36,0,0,1,0,0,0,1,0,0,0,0
899,145,0,1,0,0,0,0,0,0,0,0,1
784,174,1,0,0,1,0,0,0,0,0,0,0
454,91,0,0,1,0,0,1,0,0,0,0,0
1289,42,0,1,0,0,1,0,0,0,0,0,0
972,27,0,0,1,0,0,0,0,0,0,1,0
1836,144,0,1,0,0,0,1,0,0,0,0,0
1242,118,0,0,1,1,0,0,0,0,0,0,0
235,118,1,0,0,1,0,0,0,0,0,0,0
976,84,0,0,1,0,1,0,0,0,0,0,0
419,62,0,0,1,1,0,0,0,0,0,0,0
106,62,0,0,1,0,0,0,1,0,0,0,0
1,62,0,0,1,0,0,0,1,0,0,0,0
1,62,0,1,0,0,0,0,1,0,0,0,0
2247,143,0,1,0,0,1,0,0,0,0,0,0
1186,9,1,0,0,0,1,0,0,0,0,0,0
879,143,0,0,1,0,0,1,0,0,0,0,0
1074,147,0,1,0,0,0,0,0,0,1,0,0
605,62,0,0,1,0,1,0,0,0,0,0,0
970,36,1,0,0,0,0,1,0,0,0,0,0
795,62,0,0,1,1,0,0,0,0,0,0,0
1636,119,0,1,0,0,0,0,0,0,1,0,0
7413,62,0,0,1,0,0,0,1,0,0,0,0
1806,64,0,0,1,0,0,0,0,0,1,0,0
237,62,0,0,1,0,0,0,1,0,0,0,0
22621,151,1,0,0,0,0,0,0,0,0,0,1
68,144,0,1,0,0,0,1,0,0,0,0,0
325,62,0,0,1,0,0,0,0,0,0,1,0
35,150,1,0,0,1,0,0,0,0,0,0,0
12126,62,0,0,1,0,0,0,0,0,0,1,0
941,27,0,0,1,0,0,0,1,0,0,0,0
386,119,0,0,1,0,0,0,0,0,0,1,0
738,119,1,0,0,0,0,1,0,0,0,0,0
8312,119,1,0,0,0,0,1,0,0,0,0,0
1235,142,0,1,0,0,0,0,1,0,0,0,0
2134,62,0,0,1,0,0,0,0,0,0,1,0
80,118,1,0,0,0,1,0,0,0,0,0,0
568,196,0,0,1,0,0,1,0,0,0,0,0
678,113,0,0,1,0,0,0,1,0,0,0,0
6008,185,0,0,1,0,0,0,1,0,0,0,0
506,187,0,1,0,0,1,0,0,0,0,0,0
12,119,1,0,0,0,0,0,1,0,0,0,0
2880,62,0,0,1,0,1,0,0,0,0,0,0
47,119,1,0,0,0,0,1,0,0,0,0,0
2401,314,0,1,0,1,0,0,0,0,0,0,0
515,78,0,0,1,0,0,0,1,0,0,0,0
1703,119,0,0,1,0,0,0,0,0,0,0,1
37,118,1,0,0,0,0,0,0,0,0,0,1
1224,62,0,0,1,0,1,0,0,0,0,0,0
843,25,0,0,1,0,1,0,0,0,0,0,0
649,240,0,0,1,0,0,1,0,0,0,0,0
210,119,0,0,1,0,0,0,0,0,0,0,1
844,36,0,0,1,0,1,0,0,0,0,0,0
310,197,1,0,0,0,0,0,1,0,0,0,0
551,133,0,0,1,0,1,0,0,0,0,0,0
264,119,1,0,0,0,0,0,1,0,0,0,0
8,118,1,0,0,0,0,0,0,1,0,0,0
2606,119,0,0,1,1,0,0,0,0,0,0,0
60628,30,0,0,1,0,1,0,0,0,0,0,0
679,36,1,0,0,0,1,0,0,0,0,0,0
875,118,1,0,0,0,1,0,0,0,0,0,0
162,62,0,0,1,0,1,0,0,0,0,0,0
469,62,0,0,1,0,0,0,1,0,0,0,0
185,119,0,0,1,0,0,0,1,0,0,0,0
681,62,0,0,1,0,0,0,0,1,0,0,0
55,138,1,0,0,0,0,0,0,0,0,1,0
6607,36,0,0,1,0,0,0,0,0,0,1,0
1321,67,0,0,1,0,0,0,1,0,0,0,0
475,62,0,0,1,0,1,0,0,0,0,0,0
1587,144,0,1,0,0,0,0,1,0,0,0,0
35,119,1,0,0,0,0,1,0,0,0,0,0
555,119,1,0,0,0,1,0,0,0,0,0,0
405,19,0,0,1,0,1,0,0,0,0,0,0
341,62,0,0,1,0,0,0,1,0,0,0,0
606,62,0,0,1,0,1,0,0,0,0,0,0
250,62,0,0,1,0,1,0,0,0,0,0,0
3517,36,0,0,1,0,0,0,0,0,0,1,0
1758,119,1,0,0,0,1,0,0,0,0,0,0
995,64,0,0,1,0,0,0,0,0,0,0,1
71,118,1,0,0,0,0,0,1,0,0,0,0
0,119,1,0,0,0,1,0,0,0,0,0,0
332,19,0,0,1,0,0,0,0,0,1,0,0
310,119,0,0,1,0,0,0,1,0,0,0,0
1158,19,0,0,1,0,0,0,1,0,0,0,0
1437,118,1,0,0,0,1,0,0,0,0,0,0
176,119,0,0,1,0,1,0,0,0,0,0,0
14528,172,0,0,1,0,1,0,0,0,0,0,0
196,62,0,0,1,0,1,0,0,0,0,0,0
37,143,0,0,1,0,0,1,0,0,0,0,0
3553,119,0,0,1,0,1,0,0,0,0,0,0
2783,62,0,0,1,0,1,0,0,0,0,0,0
3306,64,1,0,0,0,0,0,0,0,1,0,0
726,62,0,0,1,0,0,0,0,0,0,1,0
1435,147,1,0,0,0,0,0,1,0,0,0,0
5777,14,1,0,0,0,0,0,1,0,0,0,0
265,142,0,1,0,0,0,1,0,0,0,0,0
7568,64,1,0,0,0,0,0,1,0,0,0,0
104,35,0,1,0,0,0,1,0,0,0,0,0
25903,79,0,0,1,1,0,0,0,0,0,0,0
4,147,0,0,1,0,0,1,0,0,0,0,0
1540,129,1,0,0,0,0,0,0,0,1,0,0
947,14,0,0,1,0,1,0,0,0,0,0,0
591,62,0,0,1,0,0,1,0,0,0,0,0
531,178,0,1,0,0,1,0,0,0,0,0,0
11,62,0,0,1,0,1,0,0,0,0,0,0
352,119,1,0,0,0,0,1,0,0,0,0,0
54761,120,0,0,1,0,0,1,0,0,0,0,0
1565,145,0,1,0,1,0,0,0,0,0,0,0
1161,62,0,0,1,0,0,0,1,0,0,0,0
5330,34,0,0,1,0,1,0,0,0,0,0,0
205,77,0,0,1,0,0,0,1,0,0,0,0
5292,25,0,0,1,0,1,0,0,0,0,0,0
191,62,0,0,1,0,1,0,0,0,0,0,0
993,146,0,1,0,0,0,0,1,0,0,0,0
523,119,1,0,0,0,0,1,0,0,0,0,0
20,119,1,0,0,0,1,0,0,0,0,0,0
35,119,1,0,0,0,0,0,0,0,0,0,1
214,119,1,0,0,0,0,0,0,0,0,1,0
105,8,0,0,1,0,1,0,0,0,0,0,0
512,62,0,0,1,0,0,0,0,0,0,1,0
6,119,0,0,1,0,1,0,0,0,0,0,0
45,146,0,1,0,0,0,1,0,0,0,0,0
227,130,1,0,0,0,0,0,0,0,0,0,1
2288,142,0,0,1,0,0,0,1,0,0,0,0
298,119,0,0,1,0,1,0,0,0,0,0,0
564,138,0,0,1,0,1,0,0,0,0,0,0
99,118,0,0,1,0,0,0,0,0,0,1,0
3999,143,0,0,1,1,0,0,0,0,0,0,0
765,119,1,0,0,0,0,0,0,0,0,1,0
6655,119,0,0,1,0,0,0,0,0,0,1,0
950,22,0,0,1,0,0,0,1,0,0,0,0
437,119,1,0,0,0,0,1,0,0,0,0,0
113,62,0,0,1,0,0,1,0,0,0,0,0
3191,62,0,0,1,0,0,0,0,0,0,1,0
5889,62,0,0,1,0,1,0,0,0,0,0,0
1055,119,1,0,0,0,0,1,0,0,0,0,0
433,14,0,0,1,0,0,0,0,1,0,0,0
690,119,0,0,1,0,0,0,1,0,0,0,0
192,119,0,0,1,0,0,0,0,0,0,0,1
4,155,1,0,0,0,0,0,0,0,1,0,0
2865,62,0,0,1,0,0,0,0,0,0,1,0
3602,19,0,0,1,0,0,1,0,0,0,0,0
238,19,0,0,1,0,0,0,0,0,0,1,0
687,62,0,0,1,0,0,0,0,0,0,1,0
1364,62,0,0,1,0,1,0,0,0,0,0,0
3993,119,1,0,0,0,0,0,1,0,0,0,0
1183,119,0,0,1,1,0,0,0,0,0,0,0
676,25,0,0,1,0,0,1,0,0,0,0,0
257,119,0,1,0,0,0,0,0,0,0,0,1
667,62,0,0,1,0,0,0,1,0,0,0,0
5088,19,0,0,1,0,1,0,0,0,0,0,0
1035,62,0,0,1,0,0,0,1,0,0,0,0
321,62,0,0,1,0,0,0,1,0,0,0,0
1783,63,0,0,1,0,0,0,0,0,1,0,0
14128,23,0,0,1,1,0,0,0,0,0,0,0
1517,78,0,0,1,0,0,0,1,0,0,0,0
658,62,0,0,1,0,0,0,0,0,0,0,1
2322,64,0,0,1,0,0,0,1,0,0,0,0
776,146,0,0,1,0,0,0,0,0,0,1,0
1068,14,0,0,1,0,1,0,0,0,0,0,0
1162,265,0,0,1,1,0,0,0,0,0,0,0
339,62,0,0,1,0,0,0,0,0,0,1,0
1823,119,0,0,1,0,0,0,0,0,0,1,0
335,36,0,0,1,0,1,0,0,0,0,0,0
489,62,0,0,1,0,0,0,0,0,0,0,1
8666,34,0,1,0,0,0,0,0,0,0,1,0
190,118,1,0,0,0,0,0,1,0,0,0,0
2984,119,0,0,1,0,1,0,0,0,0,0,0
747,218,0,0,1,0,0,0,1,0,0,0,0
3208,0,0,0,1,0,0,0,0,0,0,0,1
11873,151,0,0,1,0,1,0,0,0,0,0,0
1034,119,0,0,1,0,1,0,0,0,0,0,0
160,119,0,1,0,0,0,0,1,0,0,0,0
5627,62,0,0,1,0,0,1,0,0,0,0,0
3954,154,0,0,1,0,0,0,0,0,0,1,0
210,62,0,0,1,0,0,1,0,0,0,0,0
592,138,1,0,0,0,0,0,0,0,0,1,0
711,19,0,0,1,0,0,0,0,0,1,0,0
33,36,0,0,1,0,0,1,0,0,0,0,0
254,62,0,0,1,0,0,0,0,0,0,1,0
29,119,1,0,0,0,0,0,1,0,0,0,0
113,143,0,1,0,0,0,0,1,0,0,0,0
627,72,0,0,1,0,0,0,1,0,0,0,0
4423,62,0,0,1,0,0,0,1,0,0,0,0
575,119,1,0,0,0,1,0,0,0,0,0,0
539,72,0,0,1,0,0,1,0,0,0,0,0
621,119,0,0,1,0,0,1,0,0,0,0,0
1327,62,0,0,1,0,0,0,1,0,0,0,0
2245,62,0,0,1,1,0,0,0,0,0,0,0
1644,119,0,0,1,0,0,0,0,0,1,0,0
40,119,1,0,0,0,0,0,0,0,1,0,0
2689,119,0,0,1,0,0,1,0,0,0,0,0
632,174,1,0,0,0,0,0,1,0,0,0,0
1102,119,1,0,0,0,0,0,0,0,0,1,0
6627,62,0,0,1,1,0,0,0,0,0,0,0
12,36,0,0,1,0,0,0,1,0,0,0,0
4931,64,0,0,1,0,0,0,0,0,0,0,1
918,62,0,0,1,0,1,0,0,0,0,0,0
148,137,1,0,0,0,0,1,0,0,0,0,0
1171,62,0,0,1,0,0,0,0,0,0,1,0
5348,119,1,0,0,0,0,0,1,0,0,0,0
2583,62,0,0,1,0,1,0,0,0,0,0,0
5021,62,0,0,1,0,0,0,1,0,0,0,0
39,119,0,0,1,0,0,0,1,0,0,0,0
1034,180,0,1,0,0,0,1,0,0,0,0,0
2,119,1,0,0,0,0,0,0,1,0,0,0
449,19,0,0,1,0,0,0,0,0,0,1,0
285,19,0,0,1,1,0,0,0,0,0,0,0
3418,87,0,1,0,0,0,0,0,0,1,0,0
564,144,0,1,0,0,0,0,0,0,1,0,0
164,119,1,0,0,0,0,0,0,0,1,0,0
76,16,0,0,1,0,0,0,0,1,0,0,0
43972,46,0,0,1,0,1,0,0,0,0,0,0
3247,64,0,0,1,1,0,0,0,0,0,0,0
648,34,0,0,1,0,0,1,0,0,0,0,0
1149,119,1,0,0,0,0,1,0,0,0,0,0
4810,62,0,0,1,0,0,1,0,0,0,0,0
420,119,0,0,1,0,0,1,0,0,0,0,0
1,62,1,0,0,0,0,0,0,1,0,0,0
94,119,1,0,0,0,0,0,0,0,0,0,1
181,119,1,0,0,0,0,1,0,0,0,0,0
992,119,0,0,1,0,0,0,1,0,0,0,0
1781,119,0,0,1,1,0,0,0,0,0,0,0
75,19,0,1,0,0,0,0,0,0,0,0,1
3980,64,0,0,1,0,0,0,0,0,0,1,0
215,62,0,0,1,0,1,0,0,0,0,0,0
67,142,0,1,0,0,0,1,0,0,0,0,0
4957,62,0,0,1,0,0,0,0,0,0,1,0
