minutes_watched,CLV,region_0,region_1,region_2,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
559,118,1,0,0,0,0,1,0,0,0,0,0
3121,149,0,0,1,0,0,0,1,0,0,0,0
30,149,0,0,1,0,0,1,0,0,0,0,0
200,62,0,0,1,0,0,1,0,0,0,0,0
53,179,0,0,1,0,0,1,0,0,0,0,0
767,188,0,1,0,0,0,1,0,0,0,0,0
29,150,1,0,0,1,0,0,0,0,0,0,0
1266,149,0,0,1,0,0,1,0,0,0,0,0
5558,48,0,0,1,0,0,1,0,0,0,0,0
42,141,0,1,0,0,0,1,0,0,0,0,0
70,149,1,0,0,0,0,0,0,0,0,0,1
5,149,1,0,0,0,0,1,0,0,0,0,0
235,178,0,1,0,0,0,0,0,0,0,1,0
1091,184,0,0,1,0,0,0,0,0,1,0,0
615,149,1,0,0,0,0,0,0,0,0,0,1
3895,149,0,0,1,0,0,1,0,0,0,0,0
48,174,1,0,0,0,0,0,1,0,0,0,0
2233,149,0,0,1,0,0,1,0,0,0,0,0
492,52,0,0,1,0,0,0,1,0,0,0,0
57,178,0,1,0,0,0,1,0,0,0,0,0
2246,150,1,0,0,1,0,0,0,0,0,0,0
37797,153,0,0,1,0,0,1,0,0,0,0,0
53,149,1,0,0,0,0,1,0,0,0,0,0
2973,187,0,1,0,0,0,1,0,0,0,0,0
599,149,0,0,1,0,0,0,1,0,0,0,0
1575,149,1,0,0,1,0,0,0,0,0,0,0
429,149,0,0,1,0,0,1,0,0,0,0,0
316,182,0,1,0,1,0,0,0,0,0,0,0
512,149,0,0,1,0,0,1,0,0,0,0,0
2539,396,0,1,0,0,0,1,0,0,0,0,0
4219,150,0,0,1,0,1,0,0,0,0,0,0
4369,149,0,0,1,0,0,1,0,0,0,0,0
603,178,0,1,0,0,0,1,0,0,0,0,0
2148,178,0,1,0,1,0,0,0,0,0,0,0
48,149,1,0,0,0,0,1,0,0,0,0,0
1051,75,0,0,1,1,0,0,0,0,0,0,0
1240,138,0,0,1,0,0,1,0,0,0,0,0
1647,119,0,0,1,0,0,0,0,0,0,1,0
1679,149,1,0,0,0,0,1,0,0,0,0,0
173,149,1,0,0,0,0,1,0,0,0,0,0
125,149,0,0,1,0,0,1,0,0,0,0,0
428,605,0,0,1,0,0,1,0,0,0,0,0
62,149,1,0,0,0,0,0,0,0,0,0,1
323,149,0,0,1,0,0,1,0,0,0,0,0
3038,149,1,0,0,0,0,0,0,0,0,1,0
1708,119,0,0,1,1,0,0,0,0,0,0,0
1305,181,0,1,0,0,0,1,0,0,0,0,0
84,149,1,0,0,0,0,1,0,0,0,0,0
1419,119,1,0,0,1,0,0,0,0,0,0,0
121,215,0,0,1,0,0,0,1,0,0,0,0
863,78,0,1,0,0,1,0,0,0,0,0,0
0,77,1,0,0,0,0,0,0,0,0,0,1
4929,265,0,0,1,0,0,1,0,0,0,0,0
540,174,1,0,0,0,0,0,0,0,1,0,0
4637,173,1,0,0,0,0,0,0,0,0,1,0
736,107,0,0,1,0,0,0,0,0,1,0,0
15700,165,0,1,0,0,0,1,0,0,0,0,0
15,219,0,1,0,0,0,1,0,0,0,0,0
917,184,0,0,1,0,0,1,0,0,0,0,0
887,220,0,0,1,0,0,0,1,0,0,0,0
53,62,0,0,1,0,0,1,0,0,0,0,0
2739,208,0,1,0,0,1,0,0,0,0,0,0
1870,199,0,0,1,0,0,1,0,0,0,0,0
47,174,1,0,0,1,0,0,0,0,0,0,0
448,174,1,0,0,0,0,1,0,0,0,0,0
560,156,0,0,1,0,0,1,0,0,0,0,0
189,211,0,1,0,0,1,0,0,0,0,0,0
3884,174,0,0,1,0,0,1,0,0,0,0,0
211,63,0,0,1,0,0,0,0,1,0,0,0
991,174,1,0,0,0,0,1,0,0,0,0,0
2937,64,0,0,1,0,0,0,0,0,0,1,0
1340,36,0,0,1,0,0,1,0,0,0,0,0
0,97,0,0,1,0,0,0,0,0,0,1,0
1549,167,1,0,0,0,0,1,0,0,0,0,0
399,174,1,0,0,0,0,1,0,0,0,0,0
120,27,1,0,0,0,0,1,0,0,0,0,0
129,184,1,0,0,0,0,0,0,0,0,1,0
4659,36,0,0,1,0,0,0,0,1,0,0,0
1112,36,1,0,0,1,0,0,0,0,0,0,0
109,174,1,0,0,0,0,1,0,0,0,0,0
94,62,0,0,1,0,0,0,1,0,0,0,0
3103,214,0,1,0,0,0,1,0,0,0,0,0
83,61,0,1,0,1,0,0,0,0,0,0,0
164,284,0,1,0,0,0,0,0,0,1,0,0
377,36,1,0,0,0,0,1,0,0,0,0,0
95,174,0,0,1,0,0,1,0,0,0,0,0
17873,78,0,0,1,0,0,0,0,0,0,0,1
1713,91,0,0,1,0,0,1,0,0,0,0,0
1331,91,0,0,1,0,0,1,0,0,0,0,0
7215,64,1,0,0,0,0,1,0,0,0,0,0
203,119,1,0,0,0,0,0,1,0,0,0,0
922,36,0,0,1,1,0,0,0,0,0,0,0
54,138,0,0,1,0,0,0,0,0,1,0,0
4,386,0,1,0,0,0,0,0,0,1,0,0
5660,286,0,1,0,0,0,1,0,0,0,0,0
6380,172,0,0,1,0,0,1,0,0,0,0,0
654,149,1,0,0,0,0,0,0,0,0,1,0
2053,62,0,0,1,0,0,0,1,0,0,0,0
1269,27,0,0,1,0,0,0,1,0,0,0,0
1360,62,0,0,1,0,0,0,0,0,0,1,0
28,146,0,0,1,0,0,0,0,0,1,0,0
10245,91,0,0,1,0,0,0,1,0,0,0,0
1399,174,0,0,1,0,0,0,1,0,0,0,0
373,174,1,0,0,0,0,1,0,0,0,0,0
340,49,0,0,1,0,0,0,1,0,0,0,0
7356,119,0,0,1,0,0,0,0,0,0,0,1
375,62,0,0,1,0,0,1,0,0,0,0,0
1494,19,0,0,1,0,0,0,1,0,0,0,0
45,164,0,1,0,0,0,1,0,0,0,0,0
974,63,0,0,1,1,0,0,0,0,0,0,0
11157,174,0,0,1,1,0,0,0,0,0,0,0
3116,184,1,0,0,0,0,0,1,0,0,0,0
2514,215,1,0,0,0,0,0,0,0,0,1,0
1585,184,1,0,0,0,0,1,0,0,0,0,0
569,36,1,0,0,1,0,0,0,0,0,0,0
2314,62,0,0,1,1,0,0,0,0,0,0,0
1154,34,0,0,1,0,0,0,0,0,0,1,0
282,19,0,0,1,0,0,0,0,0,0,0,1
528,14,0,0,1,0,0,0,0,0,0,1,0
277,49,0,0,1,0,0,0,0,0,0,0,1
195,184,1,0,0,0,0,1,0,0,0,0,0
14615,59,1,0,0,0,0,1,0,0,0,0,0
3938,205,0,0,1,0,0,0,0,0,1,0,0
175,42,0,0,1,0,0,0,1,0,0,0,0
10,174,1,0,0,0,0,0,0,0,1,0,0
821,62,0,0,1,0,0,1,0,0,0,0,0
0,172,0,0,1,0,0,0,0,0,0,0,1
41,49,1,0,0,0,0,0,0,0,0,0,1
1078,240,0,1,0,0,0,0,0,0,1,0,0
490,230,0,0,1,0,0,1,0,0,0,0,0
1902,119,1,0,0,0,0,1,0,0,0,0,0
141,119,1,0,0,0,0,1,0,0,0,0,0
2131,96,0,0,1,0,0,0,1,0,0,0,0
26141,221,0,1,0,0,0,0,0,0,0,1,0
0,49,1,0,0,0,0,0,0,0,0,0,1
671,35,1,0,0,1,0,0,0,0,0,0,0
219,62,0,0,1,1,0,0,0,0,0,0,0
8952,142,0,0,1,0,0,1,0,0,0,0,0
3437,48,0,0,1,0,0,1,0,0,0,0,0
234,19,0,0,1,0,0,1,0,0,0,0,0
15,91,1,0,0,0,0,0,0,0,0,0,1
508,119,1,0,0,0,0,0,0,0,0,0,1
359,62,0,0,1,0,0,0,1,0,0,0,0
474,19,0,0,1,0,0,0,0,0,0,1,0
21954,292,0,1,0,0,0,1,0,0,0,0,0
84,37,0,1,0,0,0,0,0,0,0,1,0
1733,209,0,1,0,0,1,0,0,0,0,0,0
938,129,1,0,0,0,0,0,1,0,0,0,0
277,74,0,1,0,0,0,0,0,0,0,1,0
11,118,1,0,0,0,0,0,1,0,0,0,0
418,142,1,0,0,0,0,1,0,0,0,0,0
2932,198,0,1,0,0,0,1,0,0,0,0,0
8075,119,0,0,1,0,0,0,0,0,0,1,0
830,174,1,0,0,0,0,1,0,0,0,0,0
269,182,0,1,0,0,0,0,0,0,1,0,0
3370,72,1,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0
74,174,1,0,0,0,0,1,0,0,0,0,0
1441,62,0,0,1,1,0,0,0,0,0,0,0
709,32,0,1,0,1,0,0,0,0,0,0,0
384,223,1,0,0,0,0,0,0,0,0,1,0
4875,62,0,0,1,0,0,0,1,0,0,0,0
1999,91,1,0,0,1,0,0,0,0,0,0,0
136,170,1,0,0,0,0,1,0,0,0,0,0
140,147,0,0,1,0,0,1,0,0,0,0,0
42,121,1,0,0,0,0,1,0,0,0,0,0
850,178,0,1,0,0,0,1,0,0,0,0,0
2315,146,0,0,1,0,1,0,0,0,0,0,0
88,184,1,0,0,0,0,1,0,0,0,0,0
371,174,0,0,1,0,0,1,0,0,0,0,0
1653,174,0,0,1,0,0,0,0,0,0,0,1
675,173,1,0,0,0,0,1,0,0,0,0,0
272,174,1,0,0,0,0,1,0,0,0,0,0
1968,220,0,1,0,0,0,1,0,0,0,0,0
96,199,1,0,0,0,0,0,1,0,0,0,0
177,174,1,0,0,1,0,0,0,0,0,0,0
944,19,0,0,1,1,0,0,0,0,0,0,0
325,64,1,0,0,0,0,1,0,0,0,0,0
15,121,1,0,0,0,0,0,0,0,1,0,0
576,146,0,1,0,0,0,1,0,0,0,0,0
207,174,1,0,0,0,0,1,0,0,0,0,0
443,62,0,0,1,0,0,0,0,0,0,0,1
2029,38,0,0,1,0,0,1,0,0,0,0,0
209,184,1,0,0,0,0,1,0,0,0,0,0
1521,348,0,0,1,0,0,1,0,0,0,0,0
178,137,1,0,0,0,0,1,0,0,0,0,0
874,150,1,0,0,0,0,0,0,0,1,0,0
557,14,0,0,1,0,0,1,0,0,0,0,0
557,174,1,0,0,1,0,0,0,0,0,0,0
7050,303,1,0,0,0,0,1,0,0,0,0,0
570,91,0,0,1,0,0,0,1,0,0,0,0
6812,154,1,0,0,0,0,1,0,0,0,0,0
1017,81,1,0,0,0,0,1,0,0,0,0,0
1260,118,0,0,1,0,0,0,1,0,0,0,0
784,36,1,0,0,1,0,0,0,0,0,0,0
531,64,1,0,0,0,0,0,0,0,0,0,1
15053,148,1,0,0,0,0,0,0,0,0,0,1
295,119,1,0,0,0,0,0,0,0,0,0,1
384,91,0,0,1,0,0,1,0,0,0,0,0
62,160,1,0,0,0,0,1,0,0,0,0,0
359,118,1,0,0,1,0,0,0,0,0,0,0
985,118,0,0,1,0,0,0,0,0,0,1,0
192,19,0,0,1,0,0,1,0,0,0,0,0
1116,64,1,0,0,0,0,0,1,0,0,0,0
122,119,1,0,0,1,0,0,0,0,0,0,0
15413,36,0,0,1,0,0,0,0,0,0,1,0
11954,36,0,0,1,0,0,0,1,0,0,0,0
253,32,0,1,0,1,0,0,0,0,0,0,0
1027,119,0,0,1,0,0,1,0,0,0,0,0
474,119,1,0,0,1,0,0,0,0,0,0,0
233,77,0,0,1,1,0,0,0,0,0,0,0
328,97,0,0,1,0,0,1,0,0,0,0,0
134,119,1,0,0,1,0,0,0,0,0,0,0
947,142,0,0,1,1,0,0,0,0,0,0,0
488,164,0,1,0,1,0,0,0,0,0,0,0
1049,119,1,0,0,0,0,1,0,0,0,0,0
2301,119,1,0,0,0,1,0,0,0,0,0,0
8793,123,1,0,0,1,0,0,0,0,0,0,0
311,119,0,1,0,0,0,1,0,0,0,0,0
13,118,1,0,0,1,0,0,0,0,0,0,0
182,184,1,0,0,0,0,1,0,0,0,0,0
89,62,0,0,1,0,0,1,0,0,0,0,0
607,62,0,0,1,1,0,0,0,0,0,0,0
17137,176,0,0,1,0,0,0,0,0,0,1,0
130,62,0,0,1,0,0,0,1,0,0,0,0
1004,62,0,1,0,0,0,0,1,0,0,0,0
133,143,0,1,0,0,0,0,1,0,0,0,0
1111,118,1,0,0,0,0,0,1,0,0,0,0
2761,62,0,0,1,0,0,0,1,0,0,0,0
2295,36,1,0,0,0,0,1,0,0,0,0,0
296,119,0,0,1,0,0,0,1,0,0,0,0
2598,89,0,0,1,0,0,0,1,0,0,0,0
1362,62,0,0,1,0,0,0,1,0,0,0,0
0,119,1,0,0,0,0,0,1,0,0,0,0
1147,141,0,0,1,0,0,0,1,0,0,0,0
105,119,1,0,0,0,0,0,1,0,0,0,0
670,62,0,0,1,0,0,0,1,0,0,0,0
0,62,0,0,1,0,0,0,1,0,0,0,0
603,149,0,0,1,0,0,0,1,0,0,0,0
166,179,0,1,0,0,0,0,0,0,1,0,0
7,142,0,1,0,0,0,0,1,0,0,0,0
86,62,0,0,1,0,0,0,1,0,0,0,0
81,62,0,0,1,0,0,0,0,0,1,0,0
348,119,1,0,0,0,0,0,1,0,0,0,0
84,138,0,0,1,0,0,0,1,0,0,0,0
2589,119,0,0,1,0,0,0,1,0,0,0,0
310,62,0,0,1,0,0,0,1,0,0,0,0
512,62,0,0,1,0,0,0,0,0,1,0,0
235,156,0,0,1,0,0,0,1,0,0,0,0
11429,36,1,0,0,0,0,0,1,0,0,0,0
23,119,1,0,0,0,0,0,1,0,0,0,0
78,62,0,0,1,0,0,0,0,0,0,1,0
2087,119,1,0,0,0,0,0,1,0,0,0,0
511,149,0,0,1,0,0,0,0,1,0,0,0
2201,91,0,0,1,0,0,0,0,0,0,1,0
1027,62,0,0,1,0,0,0,1,0,0,0,0
449,119,1,0,0,0,0,0,1,0,0,0,0
4900,148,0,1,0,0,0,0,1,0,0,0,0
112,62,0,0,1,0,0,0,1,0,0,0,0
299,119,0,0,1,0,0,0,1,0,0,0,0
2038,218,0,0,1,0,0,0,1,0,0,0,0
198,119,0,0,1,0,0,0,0,0,0,1,0
905,144,0,0,1,0,0,0,1,0,0,0,0
54,119,0,0,1,0,0,0,1,0,0,0,0
49,62,1,0,0,0,0,0,1,0,0,0,0
914,144,0,1,0,0,0,0,0,0,1,0,0
2720,91,0,0,1,1,0,0,0,0,0,0,0
2221,119,1,0,0,0,0,0,1,0,0,0,0
2345,119,1,0,0,0,0,0,1,0,0,0,0
1047,62,0,0,1,0,0,0,1,0,0,0,0
1103,155,0,0,1,0,0,0,0,0,0,1,0
1301,119,1,0,0,0,0,0,1,0,0,0,0
26,62,0,0,1,0,0,0,0,0,0,1,0
0,119,0,0,1,0,1,0,0,0,0,0,0
179,62,0,0,1,0,0,0,0,0,0,1,0
38,72,0,0,1,0,0,0,1,0,0,0,0
15,62,0,0,1,0,0,0,0,0,0,1,0
731,119,0,1,0,0,0,1,0,0,0,0,0
929,145,0,1,0,0,0,0,1,0,0,0,0
551,62,0,0,1,0,0,0,0,1,0,0,0
36,119,0,0,1,0,0,0,1,0,0,0,0
72,62,0,0,1,0,0,0,1,0,0,0,0
303,119,1,0,0,0,0,1,0,0,0,0,0
82,62,0,0,1,0,0,1,0,0,0,0,0
340,118,1,0,0,0,0,1,0,0,0,0,0
4329,119,0,0,1,0,0,0,1,0,0,0,0
421,78,0,0,1,0,0,0,1,0,0,0,0
819,119,0,0,1,0,0,0,1,0,0,0,0
856,218,0,0,1,0,0,0,1,0,0,0,0
70,75,0,0,1,0,0,0,1,0,0,0,0
709,119,0,0,1,0,0,1,0,0,0,0,0
12,78,0,0,1,0,0,0,1,0,0,0,0
2898,90,0,0,1,0,0,0,1,0,0,0,0
1903,63,0,0,1,0,0,0,0,0,0,1,0
10302,62,0,0,1,0,0,0,1,0,0,0,0
89,119,0,0,1,0,0,0,1,0,0,0,0
474,119,0,0,1,0,0,0,1,0,0,0,0
275,62,0,0,1,0,0,0,0,0,1,0,0
137,36,0,0,1,0,0,0,1,0,0,0,0
886,62,0,0,1,0,0,1,0,0,0,0,0
2640,129,0,0,1,0,0,0,1,0,0,0,0
354,163,1,0,0,1,0,0,0,0,0,0,0
699,206,0,1,0,1,0,0,0,0,0,0,0
417,151,1,0,0,0,0,1,0,0,0,0,0
1038,14,0,0,1,0,0,1,0,0,0,0,0
5704,62,0,0,1,0,0,1,0,0,0,0,0
135,141,0,1,0,0,0,0,0,0,0,1,0
6802,36,1,0,0,0,0,0,1,0,0,0,0
3806,142,0,1,0,0,0,0,0,0,0,1,0
1434,119,1,0,0,0,0,1,0,0,0,0,0
808,62,0,0,1,1,0,0,0,0,0,0,0
69,119,0,0,1,0,0,0,1,0,0,0,0
264,151,1,0,0,0,0,0,1,0,0,0,0
10,151,0,0,1,0,0,0,1,0,0,0,0
35,77,0,0,1,0,0,1,0,0,0,0,0
98,142,0,1,0,0,0,0,1,0,0,0,0
218,118,1,0,0,0,0,0,1,0,0,0,0
24860,151,0,0,1,0,0,0,0,0,0,0,1
402,119,0,0,1,0,0,0,1,0,0,0,0
4378,348,1,0,0,0,0,0,0,0,0,0,1
859,144,0,1,0,0,0,1,0,0,0,0,0
168,119,0,0,1,0,0,0,0,0,1,0,0
713,149,0,1,0,0,0,0,1,0,0,0,0
1462,62,0,0,1,0,0,0,1,0,0,0,0
188,62,0,0,1,0,1,0,0,0,0,0,0
153,137,1,0,0,1,0,0,0,0,0,0,0
1181,62,0,0,1,0,0,1,0,0,0,0,0
2108,64,1,0,0,0,0,0,0,0,0,0,1
192,119,1,0,0,1,0,0,0,0,0,0,0
2902,119,1,0,0,0,0,1,0,0,0,0,0
318,62,0,0,1,0,0,0,1,0,0,0,0
72,63,0,0,1,0,1,0,0,0,0,0,0
329,19,0,0,1,0,0,0,0,0,0,1,0
529,78,0,0,1,0,0,0,1,0,0,0,0
78,121,0,0,1,0,0,0,1,0,0,0,0
1056,119,1,0,0,0,0,0,1,0,0,0,0
466,138,1,0,0,0,0,1,0,0,0,0,0
569,119,1,0,0,0,0,0,1,0,0,0,0
923,143,0,1,0,0,0,1,0,0,0,0,0
1032,145,0,0,1,0,0,0,0,0,1,0,0
13059,119,0,0,1,0,0,1,0,0,0,0,0
1860,118,1,0,0,0,0,1,0,0,0,0,0
1215,149,0,0,1,0,1,0,0,0,0,0,0
3941,19,0,0,1,0,0,0,1,0,0,0,0
197,119,1,0,0,0,0,1,0,0,0,0,0
1419,62,0,0,1,0,0,0,1,0,0,0,0
559,34,0,0,1,0,0,0,1,0,0,0,0
202,119,0,0,1,0,0,0,1,0,0,0,0
479,62,0,0,1,0,0,0,0,0,0,1,0
0,118,1,0,0,0,0,1,0,0,0,0,0
37,119,0,0,1,0,0,0,1,0,0,0,0
574,119,0,0,1,0,0,0,1,0,0,0,0
888,62,0,0,1,0,0,0,1,0,0,0,0
27,119,1,0,0,0,0,0,1,0,0,0,0
379,119,0,0,1,0,0,0,0,0,0,1,0
680,119,1,0,0,0,0,1,0,0,0,0,0
806,62,0,0,1,0,0,0,1,0,0,0,0
9,119,1,0,0,0,0,1,0,0,0,0,0
476,119,1,0,0,0,0,0,1,0,0,0,0
807,119,1,0,0,0,0,0,1,0,0,0,0
431,62,0,0,1,0,0,0,1,0,0,0,0
1211,119,1,0,0,0,0,1,0,0,0,0,0
155,119,1,0,0,0,0,1,0,0,0,0,0
683,138,1,0,0,0,0,0,1,0,0,0,0
284,119,1,0,0,1,0,0,0,0,0,0,0
654,62,0,0,1,0,0,0,1,0,0,0,0
1269,151,0,0,1,0,0,0,0,0,0,0,1
512,138,0,0,1,0,0,1,0,0,0,0,0
3541,27,0,0,1,1,0,0,0,0,0,0,0
814,62,0,0,1,0,0,0,1,0,0,0,0
1233,119,1,0,0,0,0,1,0,0,0,0,0
189,119,0,0,1,0,0,0,1,0,0,0,0
50,119,1,0,0,0,0,0,0,0,0,1,0
96,62,0,0,1,0,0,0,0,0,0,0,1
2440,62,0,0,1,0,0,0,1,0,0,0,0
635,68,0,0,1,0,0,0,1,0,0,0,0
1484,119,0,0,1,0,0,0,1,0,0,0,0
973,119,1,0,0,0,0,0,0,0,0,0,1
852,36,1,0,0,0,0,0,0,0,0,0,1
1838,72,0,1,0,0,0,0,0,0,0,0,1
152,62,0,0,1,0,0,0,1,0,0,0,0
222,173,0,1,0,1,0,0,0,0,0,0,0
123,27,1,0,0,0,0,1,0,0,0,0,0
1634,147,0,0,1,0,0,0,0,0,0,0,1
167,63,0,0,1,0,0,0,1,0,0,0,0
1673,56,0,0,1,1,0,0,0,0,0,0,0
59,91,0,0,1,0,0,1,0,0,0,0,0
448,62,0,0,1,1,0,0,0,0,0,0,0
7029,160,0,0,1,0,1,0,0,0,0,0,0
1121,91,0,0,1,0,0,0,1,0,0,0,0
180,62,0,0,1,0,0,0,1,0,0,0,0
248,144,0,1,0,1,0,0,0,0,0,0,0
515,56,0,0,1,0,0,0,1,0,0,0,0
56,62,0,0,1,0,0,0,1,0,0,0,0
4078,90,0,0,1,0,0,0,1,0,0,0,0
965,119,0,0,1,1,0,0,0,0,0,0,0
110,119,0,0,1,0,0,1,0,0,0,0,0
2544,36,0,0,1,1,0,0,0,0,0,0,0
1443,150,1,0,0,0,0,0,1,0,0,0,0
512,36,1,0,0,0,0,0,0,0,1,0,0
6671,299,0,1,0,0,0,0,1,0,0,0,0
3654,211,0,0,1,0,0,0,0,0,0,1,0
1470,119,1,0,0,0,0,0,1,0,0,0,0
603,62,0,0,1,0,0,0,0,1,0,0,0
425,62,0,0,1,0,0,0,0,0,0,1,0
491,119,0,0,1,0,0,0,0,0,0,1,0
98,141,0,1,0,0,0,0,1,0,0,0,0
30357,40,0,0,1,0,0,0,0,0,0,1,0
215,62,1,0,0,0,0,0,1,0,0,0,0
886,119,0,0,1,0,0,0,1,0,0,0,0
353,182,0,1,0,0,0,0,0,0,0,1,0
832,62,0,0,1,0,0,0,1,0,0,0,0
831,62,0,0,1,0,0,0,1,0,0,0,0
3318,174,0,0,1,0,0,0,0,0,1,0,0
5792,42,0,0,1,0,0,0,1,0,0,0,0
218,62,0,0,1,0,0,0,0,0,0,1,0
265,121,1,0,0,0,0,0,0,0,1,0,0
6037,119,0,0,1,0,0,1,0,0,0,0,0
560,118,1,0,0,1,0,0,0,0,0,0,0
1525,119,0,0,1,0,0,0,1,0,0,0,0
387,167,0,1,0,0,0,1,0,0,0,0,0
1219,118,1,0,0,0,0,0,1,0,0,0,0
246,62,0,0,1,0,0,0,1,0,0,0,0
1438,62,0,0,1,0,1,0,0,0,0,0,0
269,119,1,0,0,0,0,0,0,0,0,0,1
3535,17,0,0,1,1,0,0,0,0,0,0,0
378,186,0,0,1,0,0,0,0,0,1,0,0
6783,122,1,0,0,0,0,0,0,0,0,0,1
118,119,1,0,0,1,0,0,0,0,0,0,0
991,118,1,0,0,0,0,1,0,0,0,0,0
38,141,0,1,0,0,0,0,0,1,0,0,0
6432,62,0,0,1,0,0,0,0,1,0,0,0
5896,119,0,0,1,0,0,0,0,0,0,0,1
17997,118,0,0,1,0,0,1,0,0,0,0,0
44,62,0,0,1,0,0,0,1,0,0,0,0
399,156,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,1,0,1,0,0,0,0,0,0
437,118,1,0,0,0,0,0,0,0,0,1,0
434,77,0,0,1,0,0,0,0,1,0,0,0
101,62,0,0,1,0,0,1,0,0,0,0,0
40,143,0,0,1,0,0,0,1,0,0,0,0
445,164,0,0,1,0,0,1,0,0,0,0,0
909,143,1,0,0,0,0,0,0,0,0,0,1
419,142,0,0,1,0,0,0,1,0,0,0,0
368,119,0,0,1,0,0,0,1,0,0,0,0
651,119,1,0,0,0,0,0,1,0,0,0,0
10442,62,0,0,1,0,1,0,0,0,0,0,0
2140,62,0,0,1,0,0,0,0,0,0,1,0
177,62,0,0,1,1,0,0,0,0,0,0,0
277,72,0,0,1,0,0,0,0,0,0,1,0
4396,119,1,0,0,0,0,1,0,0,0,0,0
373,118,0,0,1,0,0,0,1,0,0,0,0
5,142,0,1,0,0,0,0,0,0,0,0,1
1717,62,0,0,1,0,1,0,0,0,0,0,0
104,141,0,1,0,0,0,0,0,1,0,0,0
86,142,0,1,0,0,0,0,1,0,0,0,0
563,119,1,0,0,0,0,1,0,0,0,0,0
3784,34,0,0,1,0,1,0,0,0,0,0,0
756,35,0,1,0,0,0,1,0,0,0,0,0
159,119,0,0,1,0,0,0,0,1,0,0,0
1593,75,0,0,1,0,0,0,1,0,0,0,0
325,119,1,0,0,0,0,0,1,0,0,0,0
10466,151,0,0,1,0,0,0,1,0,0,0,0
616,25,1,0,0,0,0,0,1,0,0,0,0
648,119,0,0,1,0,1,0,0,0,0,0,0
2751,148,0,0,1,0,1,0,0,0,0,0,0
1056,62,0,0,1,0,0,0,0,0,1,0,0
481,141,0,0,1,0,0,0,0,0,0,1,0
8620,48,1,0,0,0,0,1,0,0,0,0,0
0,62,0,1,0,1,0,0,0,0,0,0,0
1060,62,0,0,1,0,0,1,0,0,0,0,0
376,96,0,0,1,0,0,0,0,0,0,1,0
689,25,0,0,1,0,0,0,0,1,0,0,0
615,14,0,0,1,0,0,0,0,0,0,1,0
309,119,1,0,0,0,0,0,0,0,1,0,0
3436,31,0,0,1,0,1,0,0,0,0,0,0
682,75,0,0,1,0,0,0,0,0,0,1,0
585,62,0,0,1,1,0,0,0,0,0,0,0
222,62,0,0,1,0,0,0,0,0,0,1,0
38,62,0,0,1,0,1,0,0,0,0,0,0
388,145,0,1,0,0,0,0,1,0,0,0,0
2204,62,1,0,0,0,0,0,0,0,1,0,0
163,131,1,0,0,0,0,0,0,0,0,1,0
559,17,0,0,1,0,1,0,0,0,0,0,0
1007,62,0,0,1,0,0,1,0,0,0,0,0
508,164,0,0,1,0,0,0,0,0,0,1,0
227,62,0,0,1,0,0,1,0,0,0,0,0
654,62,0,0,1,1,0,0,0,0,0,0,0
166,130,0,0,1,0,0,0,1,0,0,0,0
12040,113,0,0,1,1,0,0,0,0,0,0,0
89,62,0,0,1,0,0,0,1,0,0,0,0
399,62,0,0,1,0,1,0,0,0,0,0,0
638,263,1,0,0,0,0,0,0,0,0,0,1
6230,64,0,0,1,0,0,0,1,0,0,0,0
746,19,0,0,1,0,0,0,0,0,0,1,0
1574,62,0,0,1,0,0,0,1,0,0,0,0
1545,119,1,0,0,1,0,0,0,0,0,0,0
748,119,0,0,1,0,0,0,1,0,0,0,0
125,142,0,1,0,1,0,0,0,0,0,0,0
1756,119,1,0,0,0,0,0,0,0,0,1,0
884,180,1,0,0,0,0,0,1,0,0,0,0
7964,62,0,0,1,0,0,0,0,0,0,0,1
65,149,0,0,1,0,0,0,0,0,0,0,1
32,62,0,0,1,0,0,0,0,1,0,0,0
301,148,0,1,0,0,0,0,1,0,0,0,0
400,119,0,0,1,0,0,0,0,0,1,0,0
4222,63,0,0,1,0,0,0,1,0,0,0,0
952,62,0,0,1,0,0,0,0,0,0,0,1
106,148,0,1,0,1,0,0,0,0,0,0,0
34,8,0,0,1,0,0,0,1,0,0,0,0
782,63,0,0,1,0,1,0,0,0,0,0,0
553,62,0,1,0,1,0,0,0,0,0,0,0
423,119,1,0,0,0,0,1,0,0,0,0,0
646,62,0,0,1,0,1,0,0,0,0,0,0
297,62,0,0,1,1,0,0,0,0,0,0,0
189,62,0,0,1,0,1,0,0,0,0,0,0
2604,62,0,0,1,0,0,0,0,0,0,0,1
1205,142,0,1,0,0,0,1,0,0,0,0,0
1154,119,1,0,0,0,1,0,0,0,0,0,0
1164,62,0,0,1,0,1,0,0,0,0,0,0
512,82,0,0,1,0,0,0,1,0,0,0,0
4,119,1,0,0,0,0,1,0,0,0,0,0
51,149,1,0,0,0,0,0,0,0,0,0,1
50463,412,1,0,0,1,0,0,0,0,0,0,0
909,62,0,0,1,0,1,0,0,0,0,0,0
2274,36,1,0,0,0,1,0,0,0,0,0,0
3173,62,0,0,1,0,0,0,1,0,0,0,0
23522,222,0,0,1,0,0,0,1,0,0,0,0
